Abbas,Reine,Wixel Studios,"Co-Founder, Partner",http://www.wamda.com/2013/05/lebanese-entrepreneur-named-one-of-the-five-most-powerful-women-in-gaming,"Top 20 Lebanese entrepreneur, TedX Beirut speaker, one of Inc.'s 5 most powerful women in gaming","bio part of joint page: ""Women and video games"""
Adair,Eleanor,John B Pierce Laboratory (Yale University),Fellow (retired),http://www.nytimes.com/2013/05/06/science/eleanor-r-adair-microwave-safety-researcher-dies-at-86.html?_r=0,"IEEE Life Fellow, early researcher in Microwaves, Senior Scientist Air Force Research Lab",has page
Adali,Tulay,University of Maryland Baltimore County,Professor,http://www.csee.umbc.edu/~adali/,"IEEE Fellow, IEEE Distinguished Lecturer 2012",no page
Adve,Sarita,University of Illinoius at Urbana-Champaign,Professor,rsim.cs.illinois.edu/~sadve,"ACM Fellow, ABI Women of Vision","has page, needs work"
Agarwal,Deb,Lawrence Berkeley National Laboratory,Senior Staff Scientist,http://acs.lbl.gov/~deba/,LBL Advanced Computing for Science Department Head,no page
Agrawal,Prathima,Auburn University,"Distinguished Professor, Electrical and Computer Engineering",http://www.eng.auburn.edu/~pagrawal/,"IEEE Fellow, IEEE Distinguished Service Award, Stanford Distinguished Speaker",no page
Al Eryani,Arwa,"Saba University, Yemen",Dean of Computer Science and Technology,http://moroccoonthemove.com/2012/12/08/think-steve-jobs-10-emerging-tech-women-in-middle-east-international-business-times/#sthash.yWtGKCCn.dpbs,"TechWomen Emerging Leader, Top Ten Emerging Tech Women in MENA",no page
Al Jaber,Hessa Sultan,Qatar Ministry,"Minister, Information and Communication Technology",http://www.internethalloffame.org/about/advisory-board/hessa-sultan-al-jaber,Chair CS Department - Qatar University,has page
Allen,Frances (Fran),IBM,Fellow Emeritus,http://www-03.ibm.com/ibm/history/witexhibit/wit_hall_allen.html,"Turing Award, Computer History Museum Fellow, IEEE Fellow",has a page
Alwan,Abeer,University of California at Los Angeles,"Professor, Electrical Engineering",http://www.ee.ucla.edu/people/faculty/faculty-directory/abeer-alwan,"IEEE Fellow, Acoustical Society of America Fellow",no page
Amato,Nancy,Texas A&M University,Professor,http://parasol.tamu.edu/~amato/,"Distinguished Scientist, IEEE Fellow",has a page
Amon,Cristina,University of Toronto,"Professor Mechanical Eng., Dean-Faculty of Applied Science & Engineering",http://www.mie.utoronto.ca/faculty/profile.php?id=5,"IEEE Fellow, former CMU Dist. Professor, SWE Achievement Award,  Canadian Academy of Eng., Spanish Royal Academy, Royal Society of Canada, U.S. National Academy of Eng.",has page
Amenta,Nina,University of California at Davis,Professor,http://www.cs.ucdavis.edu/~amenta/,Alfred P. Sloan Research Fellowship,no page
Ancker-Johnson,Betsy,University of California at Berkeley,Regents Lecturer 1988-1989,"http://cwp.library.ucla.edu/Phase2/Ancker-Johnson,_Betsy@841234567.html","1st observation of microwave emission without the presence of an external field (1967), Fellow Am Physical Soc, Fellow AAAS, IEEE Fellow, Member NAE","has page, needs work"
Angluin,Dana,Yale,Professor,http://www.cs.yale.edu/people/angluin.html,Co-founder Computational Learning Theory (COLT) conference,"has page, needs citations"
Annaswamy,Anuradha,MIT,Senior Research Scientist,http://meche.mit.edu/people/?id=116,"IEEE Fellow, Hay Medal, Indian Institute of Science",no page
Ansari,Anousheh,"Prodea Systems, TTI","Co-founder, Chair",http://www.anoushehansari.com/,"1st self-funded woman astronaut to fly to the International Space Station, 1st NCWT Symons Innovator Award",has a page
Anseth,Kristi ,University of Colorado,"Distinguished Professor, Chemical and Biological Engineering",http://www.colorado.edu/chbe/kristi-s-anseth,"National Academy of Sciences, Distinguished Engineering Alumni Award: Purdue University, Institute of Medicine of the National Academies, National Academy of Engineering","has page, needs work"
Anton,Annie,Georgia Tech (until recently NCSU),Professor,http://www4.ncsu.edu/~aianton/,ACM Distinguished Scientist,"has page, needs citations"
Asakawa,Chieko,IBM Research – Tokyo,IBM Fellow,http://researcher.watson.ibm.com/researcher/view.php?person=jp-CHIE,ABI Women of Vision ,no page
Bajcsy,Ruzena,University of California at Berkeley,Professor,www.cs.berkeley.edu/~bajcsy/,"NAE Member, ACM Fellow, IEEE Fellow, AAAI member, AAAS member","has page, needs citations"
Baker,Mitchell,Mozilla,Chairperson,http://www.internethalloffame.org/inductees/mitchell-baker,"ABI Women of Vision, Internet Hall of Fame",has page
Banks,Karen, Association for Progressive Communications,Founding Member,http://www.internethalloffame.org/inductees/karen-banks,"Internet Hall of Fame, Anita Borg Social Impact Award",no page
Bartik,Jean,ENIAC,programmer,"http://www.computerhistory.org/fellowawards/hall/bios/Jean,Bartik/","original ENIAC computer programmer team 1946, Computer History Museum Fellow",has a page
Bartz,Carol,"Yahoo!, Autodesk",CEO,http://www.forbes.com/profile/carol-bartz/,WITI Hall of Fame,has a page
Belcher,Angela,MIT - Biological Engineering,Professor of Energy,http://web.mit.edu/be/people/belcher.shtml,"MacArthur Fellowship, Rolling Stone Magazine “100 People Who Are Changing America”",has a page
Bell ,Genevieve,Intel,Director of Interaction and Experience Research,http://anitaborg.org/news/profiles/abie-award-winners/genevieve-bell/,"ABI Women of Vision, WITI Hall of Fame",has a page
Bellotti,Victoria,"Xerox PARC, University of California at Santa Cruz","Principal Scientist PARC, Adj. Professor CS UCSC, ",http://www.parc.com/about/people/13/victoria-bellotti.html,CHI Academy,no page
Berger,Bonnie,MIT,Professor,http://people.csail.mit.edu/bab/,ACM Fellow,no page
Berger,Marsha,Courant Institute,Professor of CS,http://cs.nyu.edu/berger/,Member NAS,no page
Berman,Francine,Rensselaer Polytechnic Institute,"Vice President for Research, Professor",http://www.cs.rpi.edu/~bermaf/,ACM Fellow,has a page
Bertino,Elisa,Purdue University,"Professor, Department of Computer Sciences, Research Director of CERIAS",http://homes.cerias.purdue.edu/~bertino/,ACM Fellow,"has very small page, needs lots of work"
Bilas,Fran,ENIAC,programmer,http://eniacprogrammers.org/,"original ENIAC computer programmer team 1946, WITI Hall of Fame",no page
Bishop,Judith,Microsoft Research,"Director of Computer Science, previously professor at variety of schools in South Africa",http://research.microsoft.com/en-us/people/jbishop/,"Fellow of British Computer Society, Fellowship Award of the South African Computer Society",no page
Blum,Lenore,Carnegie Mellon University,Professor,www.cs.cmu.edu/~lblum,Fellow of the AAAS,"has page, needs infobox"
Bly,Sara,Xerox PARC ,"Early member, Media Space",http://s23620.wix.com/sarablyconsulting,CHI Lifetime Service Award,no page
Bodker,Susanne ,"University of Aarhus, Denmark","Professor of Human-Computer Interaction, CS",http://www.daimi.au.dk/~bodker/About_Susanne.html,"Member, CHI Academy",no page
Borg,Anita,Anita Borg Institute,Founder,http://anitaborg.org/about/history/anita-borg/,"WITI Hall of Fame, Fellow ACM, EFF Pioneer",has a page
Borgman,Christine,University of California at Los Angeles,Professor,http://polaris.gseis.ucla.edu/cborgman/Chriss_Site/Welcome.html,ACM Fellow,"has a page, needs work"
Borman,Lorraine,,,,"ACM Fellow, CHI Lifetime Service Award",no page
Boyd,Danah,"Microsoft Research, Harvard Berkman Center","Principal Researcher, Fellow",http://research.microsoft.com/en-us/people/dmb/,Foreign Policy: Top 100 Global Thinkers,has page
Breazeal,Cynthia,MIT,Associate Professor,www.media.mit.edu/~cynthiab,National Academy of Engineering’s Gilbreth Lecture Award,no page
Brodley,Carla,Tufts University,Professor,http://www.cs.tufts.edu/~brodley/,,no page
Brown,Kathryn Kathy,Internet Society,President and CEO,http://www.internetsociety.org/who-we-are/presidentceo/ms-kathy-brown,was Senior VP Verizon,no page
Brush,A.J.,Microsoft Research,Senior Researcher,http://research.microsoft.com/en-us/people/ajbrush/,Anita Borg Early Career Award 2010,has a page
Burns,Ursula,Xerox,Chairman and CEO,http://www.xerox.com/about-xerox/executive-leadership/ceo/enus.html,"1st African-American woman CEO to head a Fortune 500 company, 1st woman to succeed another woman as head of a Fortune 500 company",has a page
Camp,Tracy,Colorado School of Mines,Professor,http://inside.mines.edu/~tcamp/,ACM Fellow,has a page
Cani,Marie-Paule,Grenoble University (Grenoble Institute of Technology & Inria),Professor of Computer Science,https://team.inria.fr/imagine/marie-paule-cani/,Eurographics (European Association for Computer Graphics) award for Outstanding Technical Contributions,no page
Cassell,Justine,"Carnegie Mellon University, Human-Computer Interaction Institute",HCII Director,http://www.hcii.cmu.edu/people/faculty/justine-cassell,"ABI Women of Vision, AAAS Fellow",has page
Casteneda,Sheila,Clarke College,"Chair, Associate Professor",http://www.clarke.edu/profiles/staff.aspx?id=20417,,no page
Catz,Safra A.,Oracle Corp,"President, 2004-now",http://www.oracle.com/us/corporate/press/executives/catz/index.html,"highest-paid woman among Fortune 1000 companies, #14 ""Most Powerful Women in Business""",has a page
Cavoukian,Ann,Canada Province of Ontario,"Information and Privacy Commissioner, 1997-2014",http://www.ipc.on.ca/english/about-us/about-the-commissioner/,"Originator of ""Privacy by Design"", Top 25 Women of Influence,",has a page
